Team,Rating_0,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Rating_6,Rating_7,Rating_8,Rating_9,Rating_10,Rating_11,Rating_12,Rating_13,Rating_14,Rating_15,Rating_16,Rating_17,Rating_18,Rating_WildCard,Rating_Division,Rating_ConfChamp,Rating_SuperBowl
Las Vegas Raiders,100.73396051618204,99.137795048795,100.55972413878115,97.25282042932396,97.40688749899087,96.15202400276026,94.38453046401499,94.64899239522867,95.13499817514128,93.71826757008039,93.71826757008039,92.64791788828985,92.50678804314445,94.06283138129689,93.4156979596952,92.71490135881469,93.50331670798988,96.13392809628516,94.9548618246554,94.9548618246554,94.9548618246554,94.9548618246554,94.9548618246554
Arizona Cardinals,97.5266604713182,97.86366372877352,100.31323107229423,99.39337762758308,96.42608468206541,97.89896230902892,96.74884720340069,97.33777764148311,97.44788492805768,100.02719768898122,101.77967960326515,101.77967960326515,100.40884866450665,100.97479309803218,99.09210345688236,99.79389211269344,98.36214967064669,98.69112458530948,100.60839984172146,100.60839984172146,100.60839984172146,100.60839984172146,100.60839984172146
Atlanta Falcons,97.35612057050558,96.49411722507017,97.20253953814712,97.19743562628408,98.05200361134828,99.05700171093659,100.74620492668201,97.77788435281973,99.32652600645804,99.89221949225498,99.17711477827517,97.66347250255755,97.66347250255755,97.56761200059724,96.33754975333315,97.03834635421366,98.28321585019772,98.2367937590844,96.52442778577725,96.52442778577725,96.52442778577725,96.52442778577725,96.52442778577725
Indianapolis Colts,97.80496589072958,97.54575690980445,97.71903228399441,98.42563600095659,99.1931751480665,98.79597958802965,99.26221320856303,99.16624441773762,99.45059161950913,99.09231380782246,98.28312218588316,98.53673814333051,97.36059454533465,97.30771982285846,97.30771982285846,96.21606976882843,96.6310332642745,94.56736287831347,94.79545763488453,94.79545763488453,94.79545763488453,94.79545763488453,94.79545763488453
New York Giants,98.74257898981459,96.19377365539461,95.7883234483665,97.17292456531645,96.70862770532737,98.69851830049919,97.25413989343657,94.78053344630929,95.38464434637407,95.2448607014928,94.59836237134056,94.59836237134056,92.87269212964958,92.83927349856913,92.62854493936251,91.82857190299576,90.5837024070117,92.64737279297273,93.95596654297273,93.95596654297273,93.95596654297273,93.95596654297273,93.95596654297273
Denver Broncos,99.3098454953751,98.80008736703013,97.99278802311235,101.22003940572715,101.5402898886232,102.79515338485382,101.2073553402265,103.48775160182291,103.30073694373992,101.61747863671508,102.33298380824564,103.84662608396326,103.98775592910866,103.6883652334863,103.6883652334863,104.78001528751632,103.6178710818906,103.01461638458355,105.38030007707809,103.33758362632564,103.33758362632564,103.33758362632564,103.33758362632564
Carolina Panthers,94.08354773351574,93.2206339817029,91.56624996837039,94.87315367782757,93.76894629025398,92.68834673537087,90.99914351962545,90.33581764489863,90.52283230298161,91.0272625692165,91.67376089936874,91.67376089936874,92.75322864794829,93.32686283137564,94.73030827257014,92.57562255817847,94.00736500022522,93.42844378134252,95.14080975464968,95.14080975464968,95.14080975464968,95.14080975464968,95.14080975464968
Baltimore Ravens,105.45003980843423,104.72668705250173,103.30475796251558,103.73754679335238,106.02318294845766,105.90154156378317,105.82237892003525,107.14580226983159,105.16043570461628,106.84369401164112,105.83964791799521,105.71114740110987,106.731077883003,105.79251113644891,105.79251113644891,106.59248417281566,108.01958989709499,109.6432117360033,109.6432117360033,109.80841981355243,109.41644160470747,109.41644160470747,109.41644160470747
Los Angeles Rams,102.22396209245441,101.8599385005223,99.41037115700159,100.12899926108484,99.58430146075716,99.12830029919184,99.12830029919184,98.86383836797815,100.56435605027002,101.35899236852255,99.34530369836187,99.94406480231315,98.07930907685366,99.23923818604528,100.34060901482098,101.50738559902814,102.59891424501672,102.26993933035392,101.07875669139531,103.37843807496158,103.42697260541253,103.42697260541253,103.42697260541253
Cincinnati Bengals,101.24838024757796,99.55593789053007,100.48369736730668,98.7122245343482,99.81643192192179,99.93807330659628,101.3824517136589,101.77264678303716,99.0314459420706,100.4481765471315,101.4522226407774,101.15908188947753,101.15908188947753,100.29508304373098,101.1267793678047,101.85169538170605,102.7307317558343,103.33398645314135,103.35297182236839,103.35297182236839,103.35297182236839,103.35297182236839,103.35297182236839
Tennessee Titans,97.06970280791683,96.94462739400367,95.79218969649186,94.2676832221898,97.08164651173894,97.08164651173894,96.61541289120557,95.61491341095306,95.19185594009197,94.85889799640498,95.06263886496096,94.5068740688918,96.55666098546403,94.97072266660136,94.3892430885947,93.66432707469335,93.24936357924727,92.89033959733926,92.28297168473908,92.28297168473908,92.28297168473908,92.28297168473908,92.28297168473908
Jacksonville Jaguars,98.79845357789412,98.90955878506216,97.69079281802989,96.79758402569199,96.88069669189593,97.27789225193278,95.8795208039729,97.18556520908099,97.45234370087645,97.80150345072758,97.50250232076405,96.9907093715218,96.9907093715218,96.80437021712594,97.3858497951326,96.01699969616188,95.22858434698668,95.58760832889469,95.35951357232364,95.35951357232364,95.35951357232364,95.35951357232364,95.35951357232364
